"Node ID","Shell index","Degree","Betweenness centrality","Closeness centrality","Eigenvector centrality"
"41","8.0","10.0","41.47075891096428","0.39583333333333337","0.008695652173913044"
"42","7.0","7.0","50.17219973786618","0.37012987012987014","0.008695652173913044"
"43","8.0","11.0","87.56826068655604","0.39583333333333337","0.008695652173913044"
"44","8.0","11.0","92.57296029531925","0.4","0.008695652173913044"
"45","8.0","11.0","73.70550502533955","0.397212543554007","0.008695652173913044"
"46","9.0","11.0","66.68143595265654","0.3931034482758621","0.008695652173913044"
"47","8.0","11.0","97.27411259265924","0.40569395017793597","0.008695652173913044"
"48","8.0","11.0","114.58185502790249","0.41007194244604317","0.008695652173913044"
"49","9.0","11.0","63.02372568504682","0.40425531914893614","0.008695652173913044"
"50","8.0","9.0","92.57022613246706","0.39860139860139865","0.008695652173913044"
"51","8.0","11.0","96.00022803653181","0.3944636678200692","0.008695652173913044"
"52","8.0","10.0","63.452562727885606","0.397212543554007","0.008695652173913044"
"53","8.0","12.0","106.66869672285576","0.41155234657039713","0.008695652173913044"
"54","8.0","10.0","25.158444355383814","0.37377049180327865","0.008695652173913044"
"55","8.0","11.0","75.57869875079327","0.3931034482758621","0.008695652173913044"
"56","8.0","10.0","61.445748029796604","0.38127090301003347","0.008695652173913044"
"57","8.0","10.0","66.85742852663317","0.397212543554007","0.008695652173913044"
"58","8.0","10.0","185.64780565318566","0.4367816091954023","0.008695652173913044"
"59","8.0","8.0","69.98524220728476","0.397212543554007","0.008695652173913044"
"60","8.0","11.0","97.92026273971787","0.41155234657039713","0.008695652173913044"
"61","8.0","11.0","133.68576801695616","0.40425531914893614","0.008695652173913044"
"62","8.0","11.0","91.44660034747731","0.3917525773195876","0.008695652173913044"
"63","8.0","9.0","117.78146709863826","0.41911764705882354","0.008695652173913044"
"64","8.0","11.0","131.17172485203898","0.41758241758241754","0.008695652173913044"
"65","8.0","11.0","65.02409349185334","0.39583333333333337","0.008695652173913044"
"66","8.0","11.0","68.92042494833412","0.4014084507042253","0.008695652173913044"
"67","9.0","12.0","76.07006255650597","0.4014084507042253","0.008695652173913044"
"68","8.0","11.0","69.28454817504779","0.3917525773195876","0.008695652173913044"
"69","8.0","11.0","155.48200278010967","0.4222222222222223","0.008695652173913044"
"70","8.0","11.0","97.837967475482","0.40425531914893614","0.008695652173913044"
"71","8.0","10.0","80.94218014511813","0.3917525773195876","0.008695652173913044"
"72","8.0","11.0","104.95724580494307","0.41007194244604317","0.008695652173913044"
"73","9.0","11.0","52.28317957284179","0.38513513513513514","0.008695652173913044"
"74","8.0","11.0","65.50281446091023","0.4","0.008695652173913044"
"75","8.0","10.0","75.23422112837282","0.397212543554007","0.008695652173913044"
"76","8.0","11.0","38.3024887833917","0.3787375415282392","0.008695652173913044"
"77","8.0","11.0","76.65134308293788","0.3917525773195876","0.008695652173913044"
"78","8.0","11.0","35.572651099774895","0.3665594855305466","0.008695652173913044"
"79","8.0","11.0","52.62972955483206","0.3917525773195876","0.008695652173913044"
"80","8.0","11.0","187.82634407486495","0.4351145038167939","0.008695652173913044"
"81","8.0","11.0","74.1346678369335","0.40569395017793597","0.008695652173913044"
"82","8.0","11.0","215.9857742762205","0.4222222222222223","0.008695652173913044"
"83","9.0","11.0","42.746609755312576","0.3944636678200692","0.008695652173913044"
"84","8.0","11.0","47.87281575970432","0.38513513513513514","0.008695652173913044"
"85","8.0","9.0","51.74660467551321","0.3931034482758621","0.008695652173913044"
"86","8.0","11.0","79.72468674710501","0.41007194244604317","0.008695652173913044"
"87","8.0","11.0","91.4616531079624","0.40860215053763443","0.008695652173913044"
"88","8.0","12.0","129.3319913028617","0.43018867924528303","0.008695652173913044"
"89","8.0","11.0","110.51008258425912","0.40425531914893614","0.008695652173913044"
"90","8.0","9.0","55.5205840460133","0.3917525773195876","0.008695652173913044"
"91","8.0","11.0","106.53080959555935","0.41605839416058393","0.008695652173913044"
"92","8.0","11.0","153.52996216274744","0.42379182156133827","0.008695652173913044"
"93","8.0","10.0","89.87081775149056","0.40860215053763443","0.008695652173913044"
"94","8.0","10.0","34.24606230087307","0.3917525773195876","0.008695652173913044"
"95","8.0","10.0","44.61957383102315","0.38513513513513514","0.008695652173913044"
"96","8.0","10.0","44.70298361701795","0.37623762376237624","0.008695652173913044"
"97","8.0","8.0","66.89161988728925","0.39583333333333337","0.008695652173913044"
"98","8.0","11.0","91.07764281244695","0.3877551020408163","0.008695652173913044"
"99","8.0","10.0","58.373841065893686","0.37623762376237624","0.008695652173913044"
"100","8.0","11.0","75.88172185172219","0.40282685512367494","0.008695652173913044"
"101","8.0","10.0","117.78874283671892","0.40425531914893614","0.008695652173913044"
"102","8.0","10.0","102.588086136848","0.4014084507042253","0.008695652173913044"
"103","8.0","10.0","87.18712286008724","0.3904109589041096","0.008695652173913044"
"104","8.0","12.0","121.21584878809644","0.4222222222222223","0.008695652173913044"
"105","8.0","10.0","28.159328213944406","0.3864406779661017","0.008695652173913044"
"106","8.0","11.0","132.02864812765057","0.42696629213483145","0.008695652173913044"
"107","8.0","10.0","66.7329808964123","0.39860139860139865","0.008695652173913044"
"108","8.0","10.0","19.336668806093037","0.35403726708074534","0.008695652173913044"
"109","8.0","11.0","57.692605182545144","0.3917525773195876","0.008695652173913044"
"110","8.0","11.0","92.55983937329225","0.41304347826086957","0.008695652173913044"
"111","8.0","11.0","48.409818536633885","0.3825503355704698","0.008695652173913044"
"112","8.0","10.0","74.59696514062108","0.39583333333333337","0.008695652173913044"
"113","8.0","10.0","41.85433006990979","0.3774834437086093","0.008695652173913044"
"114","8.0","11.0","65.9966640684271","0.41304347826086957","0.008695652173913044"
"Spearman's correlation","Degree","0.2048680473165875"
"Spearman's correlation","Betweenness","-0.10312533199026533"
"Spearman's correlation","Closeness","0.00542138811670361"
"Spearman's correlation","Eigenvector","0.0"
